,Id,rest_name,Tag
1829,1830,Boh•me - Best Of Hudson,fooddelivery awesomefood portion goodservice tastyfood spicy cafe continental northindian italian chinese streetfood fastfood beverages delhiuniversity-gtbnagar newdelhi
1830,1831,Rubaab Restaurant,honeychillipotatoes noodle whitesaucepasta paneerbuttermasala shahipaneer snacks northindian chinese mughlai gamma1 greaternoida
1831,1832,Food Sixteen, northindian chinese shalimarbagh newdelhi
1832,1833,Raifu Tei - Dia Park Premier,greatfood goodplace ambience staff quality service japanese diaparkpremier sector29 gurgaon gurgaon
1833,1834,Shaan E Awadh,shahipaneerplatter dakmakhani deluxethali malaikofta pastries butternaan northindian mughlai chinese mukherjeenagar newdelhi
1834,1835,Apsara Restaurant,view maincourse courteousstaff table ambiance greatplace fastfood northindian desserts rohini newdelhi
1835,1836,Cafe - Hyatt Regency,valueformoneyexperience sophisticated worththeprice view livemusic courteousstaff fastfood continental northindian hyattregency bhikajicamaplace newdelhi
1836,1837,Cascades - The Grand New Delhi,smokedsalmon mezzeplatter sundaybrunch buffet salads deserts northindian continental asian thegrandnewdelhi vasantkunj newdelhi
1837,1838,Blooms - Eros Hotel,customizationsavailable cutelittleplace lights politestaff promptservice tandoori continental northindian asian european eroshotel nehruplace newdelhi
1838,1839,Game Of Momos,pocketfriendly tandoori politestaff spicy bestplace goodfood momos northindian mughlai chinese rolls rajagarden newdelhi
1839,1840,Tmos Moving Feast,customizablefood freshfood goodquality quantity service chinese northindian momos sector17 faridabad
1840,1841,The Dhokla House,extensivebarmenu comfortableseatingarea familyplace view server excellentservice gujarati ardeecity gurgaon
1841,1842,Bohemia,dragonnoodles vegmanchurian prawns springrolls friedrice chinesefood northindian chinese continental italian thegrandvenicemall jaypeegreens greaternoida greaternoida
1842,1843,Dragon Noodles,dj crowd music greatambience nicefood location chinese fastfood momos vaishali ghaziabad
1843,1844,After Office,drumsofheaven butternaan whitesaucepasta butterchicken dalmakhni biryani northindian continental chinese fastfood beverages mgroad gurgaon
1844,1845,Savory Cafe & Restaurant,lovedit veryaffordable cafe foodquality ambiance niceplace northindian chinese kebab mughlai fastfood chi4 greaternoida
1845,1846,Cafe Junk,outdoorseating varietyofpizza goodmusic familycrowd goodwifi youngcrowd cafe burger italian fastfood mayurviharphase2 newdelhi
1846,1847,Bounce Lounge And Bar,staffverypolite classydecor comfortingatmosphere fantasticdecoration cleanandhygienicplace servedquickly northindian chinese italian continental rajourigarden newdelhi
1847,1848,The Burger Company,youngcrowd elaboratemenu studentcrowd amazingplace customizablefood presentation burger fastfood beverages cafe sector50 gurgaon
1848,1849,Momo Nation Cafe,specialdalmakhani chanamasala dalfry panneerbuttermasala daalmakhni shahipaneer chinese fastfood northindian rolls momos beverages tagoregarden newdelhi
1849,1850,Tera Hotel,officecrowd plentyofvegetarianoptions lipsmackingfood cutelittleplace casualseatingarea inexpensive northindian karolbagh newdelhi
1850,1851,Chaska 18, chinese fastfood northindian sector18 noida
1851,1852,Ye Old Bakery - The Claridges, bakery desserts theclaridges aurangzebroad newdelhi
1852,1853,Baljee Restaurant,luxury bestservices design bestquality wonderfulpresentation tamperproofpackaging streetfood mithai beverages sadarbazar gurgaon
1853,1854,Online Cake,chocolatecaramel browniecake freshfruitcake butterscotchcake strawberrycake yummycake bakery gaurcity1 greaternoida
1854,1855,Cake Inventor,fattoush falafel hummus shawarma mocktail kebabs desserts bakery dlfphase4 gurgaon
1855,1856,Zizo,owner management presentation flavour goodfood ambience lebanese northindian mughlai biryani tex-mex dlfmallofindia sector18 noida noida
1856,1857,Chawla Dillivala, rawmeats northindian chinese sector43 faridabad
1857,1858,BonJuz,vegkeema butterchaap masalachaap kadhaipaneer dalmakhni salad healthyfood fastfood beverages juices sparkmall kamlanagar newdelhi
1858,1859,Annapurna Pure Veg, northindian chinese nit faridabad
1859,1860,Tite Da Dhaba,tandoorpaneerpizza doublecheesepizza farmhousepizza chocolavacake margaritapizza cheesegarlicbread northindian rajourigarden newdelhi
1860,1861,Pizza Inn,jalebiwithrabri gujiya samosa sweets lassi snacks pizza fastfood sector7 dwarka newdelhi
1861,1862,Aggarwals,pizzawaffle farmfreshpizza chocolava paneerpizza cheesecake burgers streetfood fastfood chinese beverages desserts mithai centralmarket lajpatnagar2 newdelhi
1862,1863,The Hot Pizza, pizza fastfood sector63 noida
1863,1864,Singh's Vada Pav,friedmomo kitkatshake periperifries chai chickenburger oreoshake streetfood fastfood delhiuniversity-gtbnagar newdelhi
1864,1865,Chai Garam,bacon dumplings cocktail chocolatecake chickenpizza dimsums beverages fastfood tea malviyanagar newdelhi
1865,1866,What A Comic Show,afghanisoyachaap malaikofta sweets paneerlababdar mocktails starters continental italian chinese pizza beverages greaterkailash2(gk2) newdelhi
1866,1867,Bite Bikaner,ambiance presentation music staff goodfood menu northindian chinese kebab janakpuri newdelhi
1867,1868,3 Storey,varietyofbeer breweedbeer extensivemocktailmenu vintagedecor livesportsscreening happyhour northindian cafe italian beverages chinese sector15 gurgaon
1868,1869,Connexions - Crowne Plaza,plentyofvegetarianoptions greatrecommendations spicy worththemoney price goodquality northindian crowneplaza sector29 gurgaon
1869,1870,Haryana Sweets & Restaurant,goodvalue perfectpresentation customizablefood elaboratemenu freshfood worththemoney northindian southindian chinese mithai pandavnagar newdelhi
1870,1871,Jay Bhavani Vadapav,staffservice varietyofpizza weekendbrunch goodwifi greatambiance familycrowd streetfood fastfood sandwich supermart1 dlfphase4 gurgaon
1871,1872,Poornatva Organic Cafe,elaboratemenu freshfood customizablefood goodquality ambience cafe italian bakery desserts sector110 noida
1872,1873,Saio Pizzeria & Cafe,menuoptions varietyofpizza awesomeplace goodwifi goodmusic elaboratemenu italian pizza beverages kailashcolony newdelhi
1873,1874,Sugar Magik,aloopoori mushroomsandwich pancakes omelette parathas cholebhature cafe fastfood pizza desserts beverages sector72 noida
1874,1875,The Breakfast Club,garlicbreadsides sweetcornpizza redpasta paneerpizza pizzas sides cafe northindian continental dlfgalleria dlfphase4 gurgaon
1875,1876,Not Just Pizzas,pastries cookies cakes sandwiches breads snacks pizza fastfood sector7 dwarka newdelhi
1876,1877,Bakington, bakery fastfood chinese momos desserts beverages janakpuri newdelhi
1877,1878,Zayka Delhi-6,yellowdaltadka loadedpizzas shahipaneer dalmakhani northindian mughlai rolls biryani subhashnagar newdelhi
1878,1879,Shri Kanha Restaurant,nalligosht nallinihari muttonroganjosh lamb mutton meat northindian beta1 greaternoida
1879,1880,Mutton King, northindian mughlai golfcourseroad gurgaon
1880,1881,Vaishnav Chat & Caterers,phirni muttonseekh fishtikka afghanichicken kebabs dal streetfood northindian pitampura newdelhi
1881,1882,Chic Fish,beefchilli tingmo pork chilligarlicnoodles chillipotato momos northindian chinese mughlai malviyanagar newdelhi
1882,1883,Himalayan Restaurant,rabriparantha jodhpuriparantha paneermakhmali parathas butterchicken dalmakhani tibetan chinese thai majnukatila newdelhi
1883,1884,More Than Paranthas,maincourse tastyfood ambience goodfood staff quality northindian rajasthani crownplazamall sector15 faridabad faridabad
1884,1885,Mini Mughal,panneerbuttermasala kebabs tandoorichicken rolls butterchicken northindian mughlai greaterkailash2(gk2) newdelhi
1885,1886,The Tandoor,inexpensive comfortfood goodcrowd politestaff flavour price northindian mughlai greenpark newdelhi
1886,1887,Dil Pasand Biryani Point,portionsize elaboratemenu freshfood timelyservice goodquality price biryani jamamasjid newdelhi
1887,1888,Bakeburry, bakery desserts fastfood hauzkhas newdelhi
1888,1889,The Chef Restaurant,orderonline lowprice politestaff foodquality experience service chinese momos naga tibetan safdarjung newdelhi
1889,1890,Bhai Ji Shawarma,chickendonerplatter chickengyro hummusfalafel falafelplatter paneerplatter cheesyfries lebanese fastfood dlfphase5 gurgaon
1890,1891,Doner And Gyros,valueformoney packing greatplace worththemoney deliciousfood goodquality fastfood wraps kebab lebanese salad mexican beverages worldmark1 aerocity newdelhi
1891,1892,Radhey Shyam Choley Bhature, northindian sector18 noida
1892,1893,Pizza On Wheels,andhrachicken authentichyderabadibiryani chicken65 spicyfood pizza sector6 dwarka newdelhi
1893,1894,New Angaar Hyderabadi Cuisine,dahibhallapapdi rajmarice kulfi thali chaap dalmakhani hyderabadi chinese iranian karolbagh newdelhi
1894,1895,RP's Standard Punjabi Khana,mushroomragout stroganoff hummus salads pizzas pasta northindian chinese beverages nit faridabad
1895,1896,Cafe Red, cafe italian sandwich salad fastfood beverages shahpurjat newdelhi
1896,1897,Miam,coldcoffeeshake perifries cheesesandwich springroll burger drinks bakery desserts ladosarai newdelhi
1897,1898,The Hipsters Cafe,excellentvariety wonderfulpresentation perfectpresentation customizablefood goodwifi elaboratemenu cafe chinese fastfood beverages rajnagar ghaziabad
1898,1899,Chaska- Malai Chaap Wale,decentambience comfortableseating livemusic familyrestaurant environment maincourse northindian rolls amrapalidreamvalley greaternoida
1899,1900,Above & Beyond,butterscotchpastry trufflepastry chocolatetrufflecake pastries waffle cakes northindian chinese mughlai continental beverages kebab kirtinagar newdelhi
1900,1901,Six Degree Cakes And Coffees,butterscotchpastry trufflepastry chocolatetrufflecake pastries waffle cakes bakery fastfood desserts beverages safdarjung newdelhi
1901,1902,Polka,paneerchowmein blueberrypastry friedmomo pastries snacks momos bakery fastfood chinese beverages uttamnagar newdelhi
1902,1903,Gupha Restaurant, northindian chinese mughlai ballabhgarh faridabad
1903,1904,Namaste Punjab,chaapbuttermasala chickenmanchurian vegsoup chaaptikka muttonroganjosh cheesecake northindian chinese mughlai indirapuram ghaziabad
1904,1905,Yo! China,dimsum chilligarlicnoodles mojito mocktails starters drinks chinese momos crowninteriorzmall sector35 faridabad faridabad
1905,1906,Flaming Wok,crispylamb soups buffet prawns dimsums hakkanoodles chinese thai seafood chittaranjanpark newdelhi
1906,1907,Mosaic - Country Inn & Suites,dinnerbuffet sundaybrunch salads desserts soup paneertikka northindian chinese mughlai beverages countryinn&suitesbycarlson gurgaon gurgaon
1907,1908,Desi Thaath,paneerlababdar shahipaneer whitesaucepasta paneertikka dalmakhni chinese northindian continental desserts fastfood rajnagar ghaziabad
1908,1909,Barfi,barfi rajkachori deluxethali rasmalai chaat masaladosa northindian southindian chinese streetfood mithai beverages hajipur noida
1909,1910,Waffle Street,ferrerorocherwaffle kitkatwaffle browniewaffle deathbychocolate redvelvet dessert desserts beverages fastfood janakpuri newdelhi
1910,1911,Restro La Waffle,blueberrycooler ferrerorocherwaffle dessertcounter nutellawaffle waffles burgers cafe desserts italian wraps fastfood salad beverages sector17 faridabad
1911,1912,Ashirbad Snack Corner, northindian rolls chittaranjanpark newdelhi
1912,1913,Moustache Coffee,moustachecoffee chococaramel cheesyfries shakes sandwich burgers cafe continental italian mayurviharphase2 newdelhi
1913,1914,Wangshi's,vegetablespringroll honeychillipotatoes noodle dimsum manchowsoup veghakkanoodles chinese thai seafood thesapphiremall sector49 gurgaon gurgaon
1914,1915,Fruit Crux,owner worththemoney timelyservice prices greatportions staff salad beverages healthyfood fastfood vaishali ghaziabad
1915,1916,Mehfil Chicken,biryani northindian mughlai hyderabadi kebab rolls northindian gamma1 greaternoida
1916,1917,Break Fast Point, streetfood chandernagar newdelhi
1917,1918,Gopala,verycleanplace parkingspaceavailable management greattaste location goodplace mithai streetfood beverages sector93 noida
1918,1919,Ravi Baati Chokha & Food Corner, northindian gamma1 greaternoida
1919,1920,Veer Ji Naan Wale,goodportions inexpensive mouthwateringfood nicefood awesomefood greattaste northindian paschimvihar newdelhi
1920,1921,Bombay Dhaba,plentyofvegetarianoptions drivethrough officecrowd elegantlydecorated bangforthebuck pocketfriendly northindian sector31 gurgaon
1921,1922,Pinch of Punjab,amritsarithali afghanichaap paneerlababdar naan paneertikka dalmakhni northindian rolls rohini newdelhi
1922,1923,Bunny's Bite N Sip,pocketfriendly goodcrowd goodtaste tasty greatservice price northindian chinese fastfood mughlai najafgarh newdelhi
1923,1924,Wicked Waffles,cutelittleplace promptservice cafe niceplace presentation goodplace desserts fastfood vikasmarg newdelhi
1924,1925,Al-Nawab Restaurant,khameeriroti chickenkorma chickenbiryani chutney mughlai northindian biryani hajipur noida
1925,1926,The 56th Street,promptdelivery promptservice politestaff excellentfood owner goodplace northindian rolls sector56 gurgaon
1926,1927,Tandoori King,masalachaap pannertikka vegbiryani tandoorichicken northindian momos mughlai adityacitycentre indirapuram ghaziabad
1927,1928,Brown Bites,goodtaste presentation prices worththemoney quality staff bakery sector135 noida
1928,1929,Deepak Vaishno Dhaba,acharichaap malaichaap shahipaneer dalmakhani northindian jailroad newdelhi
1929,1930,Bubble Waffle,milkyway kitkatwaffle chocotruffle churros perifries maggi fastfood desserts karkardooma newdelhi
1930,1931,Ssence - A Culinary Showcase - The Suryaa New Delhi,sophisticated livekitchen chef greatservice ambiance staff northindian pizza desserts fastfood pasta sandwich thesuryaanewdelhi newfriendscolony newdelhi
1931,1932,Sampan - The Suryaa New Delhi,sophisticated beautifulview greatview rooftopambience roof comfortableseating chinese sushi northindian fastfood sandwich thesuryaanewdelhi newfriendscolony newdelhi
1932,1933,Polo Lounge - Hyatt Regency,extensivemocktailmenu vintagedecor livesportsscreening bar excellentservice niceplace fingerfood hyattregency bhikajicamaplace newdelhi
1933,1934,Mayur's Urban Spice, streetfood fastfood chinese northindian desserts beverages durgapuri newdelhi
