,Id,rest_name,Tag
974,975,Yo Tibet,stirfriedchicken devilmomos porkribs eggfriedrice momo chickenmomos chinese tibetan northindian safdarjung newdelhi
975,976,The Biryani House,chickenmandi hyderabadichickenbiryani paneerbiryani chicken65 starters biryani northindian beverages kamlanagar newdelhi
976,977,The Feast Box, chinese italian momos burger wraps fastfood beverages sector135 noida
977,978,Al - Bake,muttonhyderabadi chickenshawarama shawarmarolls shawarmaplatter tangdichicken gravychicken northindian chinese mughlai kebab momos communitycentre newfriendscolony newdelhi
978,979,Jahangeer Foods,authenticmughlaifood khameeriroti changezichicken butterchicken northindian mughlai daryaganj newdelhi
979,980,Waffle King, desserts fastfood beverages pitampura newdelhi
980,981,Delhi Salad Store, salad fastfood healthyfood beverages mblockmarket greaterkailash1(gk1) newdelhi
981,982,SGF - Spice Grill Flame, northindian chinese rolls modeltown2 newdelhi
982,983,Shri Ram Dhaba,dalchawal paneertakatak mixedvegetables parathas lassi palakpaneer northindian chinese fastfood sohnaroad gurgaon
983,984,Hunger Cure,dragonroll chocolatefudge soups salads springrolls hakkanoodles fastfood chinese beverages desserts northindian sector14 faridabad
984,985,The Galaxy,bhatikamurg vegseekhkabab cheesenaan chickenburra afghanichaap kadhaichicken northindian chinese rolls momos delhiuniversity-gtbnagar newdelhi
985,986,The Thickshake Factory,lovedit elaboratemenu hospitality hygiene studentcrowd youngcrowd beverages desserts icecream gaurcity1 greaternoida
986,987,Alkakori Alkauser, mughlai northindian rkpuram newdelhi
987,988,Le Chef, northindian chinese southindian fastfood icecream beverages crossrivermall karkardooma newdelhi
988,989,Jack 'N' Chill,strawberrymargarita blueberryshake crispychicken perifries lasagne noodle american italian cafe salad vijaynagar newdelhi
989,990,Fill Up,goodnorthindianfoodwithgoodportionsateasyonthepocketprices. northindian chinese sectorpi greaternoida
990,991,Pioneer's Flavours of China,spicywonton datepancake friedprawns spicychicken chineseplatter noodle chinese seafood connaughtplace newdelhi
991,992,Delicieux, bakery desserts chinese fastfood burger janakpuri newdelhi
992,993,Shiv Shankar Dhaba,verycheap pocketfriendly portionsize tastyfood goodfood quantity northindian paschimvihar newdelhi
993,994,Fabelle Chocolates - ITC Maurya, desserts bakery itcmaurya chanakyapuri newdelhi
994,995,Bombay Blast,masalapaobhaji tawapulao dahipuri bhelpuri vadapao pavbhaji streetfood fastfood beverages ashokviharphase2 newdelhi
995,996,Cake Bhandar,chocolatealmond chocolatecoffee egglesscake redvelvetcakejar strawberrycake chocolatefudgecake bakery desserts sector62 noida
996,997,Indyaki - Radisson Blu,livekitchen lovelyambience livemusic amazingambience excellentservice hospitality northindian mughlai desserts radissonblu paschimvihar newdelhi
997,998,Mad Over Donuts, desserts beverages mblockmarket greaterkailash1(gk1) newdelhi
998,999,Shawarma Factory, arabian biryani lebanese jaipuriasunriseplaza indirapuram ghaziabad
999,1000,Tunday Kababi,muttongaloutikabab kalimirchchicken kababs chickenkorma muttonbiryani paratha lucknowi mughlai qutabplaza dlfphase1 gurgaon
1000,1001,Brown Sugar,wheatsteamos chocolatepie chickensandwiches oreoshakes milkshakes smoothies fastfood chinese bakery desserts northindian beverages mblockmarket greaterkailash1(gk1) newdelhi
1001,1002,Karnataka,upma mysoremasaladosa dahivada filtercoffee sambhar idli southindian northindian chinese yusufsarai newdelhi
1002,1003,Vaishno Punjabi Dhaba,cheesetomato tandoorinaan paneerbhurji panneerbuttermasala malaikofta butternaan northindian prashantvihar newdelhi
1003,1004,Ama Thakali,authenticnepalifood aloosadeko nepalithali muttonthali chickencurry dessert nepalese chinese majnukatila newdelhi
1004,1005,The Burger Company, burger fastfood beverages globalfoyer palamvihar gurgaon
1005,1006,The Coffee Bean & Tea Leaf,decafcoffee hazelnutamericano mochalatte chocolatepie almondcake dessertcounter coffee tea cafe fastfood sandwich bakery desserts beverages selectcitywalkmall saket newdelhi
1006,1007,4th Street Cafe,chickenfriedmomos perifries whitepasta maggie salads sandwiches fastfood beverages cafe preetvihar newdelhi
1007,1008,HashStix,kitkatshake waffle chickenmomos springrolls shakes chutney burger momos fastfood desserts beverages sector15 faridabad
1008,1009,Nirula's,icecreamsundae chocofudge sundae icecreams dessert burgers fastfood pizza icecream beverages desserts sushantlok gurgaon
1009,1010,Om Sai Ram Andhra Mess,andhrachicken plainrice masaladosa chickenbiryani biryani southindian sector45 gurgaon
1010,1011,La Vie Pizzeria,gardenpizza mushroomsoup lasagne pepperonipizza bruschetta smoothie pizza fastfood beverages khanmarket newdelhi
1011,1012,Arabian Delites,rotisseriechicken chickenplatter periperisauce potatowedges falafel chickenshawarma arabian fastfood wraps rolls flyovermarket defencecolony newdelhi
1012,1013,Madras Cafe,paneeruttapam vadasambar idlisambar sambhar noodle southindian chinese shahdara newdelhi
1013,1014,The Chocolate Villa,chocolatevilla sizzlingbrownie mudcake chocolatetrufflepastry cupcakes pastries bakery fastfood desserts beverages crescentsquaremall rohini newdelhi
1014,1015,Bistro 37,risotto cheesyfries bruschetta chickensandwich sandwiches mojito cafe chinese italian sandwich burger beverages continental hajipur noida
1015,1016,Anjlika,caramelfudge almondbiscotti chocochipcake chickentikkasandwich thickshakes cookies bakery fastfood rolls icecream desserts beverages rajourigarden newdelhi
1016,1017,Cake Desire,chocochipcake egglesscakes freshfruitcake chocolatetrufflecake pastries bakery palamvihar gurgaon
1017,1018,The Regal Kitchen,kheer kadhaichicken chickenmalaitikka chillipotato paneerlababdar shahipaneer northindian chinese momos sector7 dwarka newdelhi
1018,1019,Too Indian,mangosorbet nutellashakes chickencurryhomestyle paneertacos vegtacos hummuspita northindian continental rajourigarden newdelhi
1019,1020,Veda,rohitbaldesignedinteriorsandnorthindianspread northindian mughlai beverages biryani connaughtplace newdelhi
1020,1021,Khan Chacha,haryaliroll spicychickenroll muttonkakori alooroll khameeriroti chickenkebab northindian mughlai rolls beverages khanmarket newdelhi
1021,1022,Al Lazeez,acharichicken keemagravy mughlaifood tawachicken chickencurry naan northindian mughlai rolls biryani lajpatnagar4 newdelhi
1022,1023,Havmor Ice Cream,chocolatelollipop oreooverload chocobrownie icecreams icecream icecream desserts janakpuri newdelhi
1023,1024,Breakfast Point,cordialstaff economical pocketfriendly comfortfood authentictaste promptservice northindian prashantvihar newdelhi
1024,1025,Kake Da Hotel,handimeat rarameat chickenthali paneertikkamasala soyachaap garlicnaan northindian mughlai rolls chinese jailroad newdelhi
1025,1026,Surahi By The Rajkamal,deluxeveggieburger soyachaapmasala springroll drink platter soup northindian chinese connaughtplace newdelhi
1026,1027,The Chinese Hut,crispyhoneychillipotato panfriednoodles chickensoup noodles starters chinese fastfood momos adityacitycentre indirapuram ghaziabad
1027,1028,Wabi Sabi,owner greattaste price valueformoney experience goodquality bakery fastfood desserts sector93 noida
1028,1029,Makhani Siingh,paneermasalabiryani dumalookashmiri soyachaapbiryani nonvegbiryani tandoorichaap jeerarice northindian mughlai biryani rolls thegreatindiaplace sector38 noida
1029,1030,BTW,peda sevpuri rajkachori tandooriplatter vada chutneys northindian streetfood southindian chinese livingstylemall jasola newdelhi
1030,1031,Angels In My Kitchen,belgianevasioncake chocolateevasion mochapastry walnutpie chocolatecroissant eclairs bakery fastfood cyberhub dlfcybercity gurgaon
1031,1032,Subway,veggiedelite chickenkofta teriyakichicken cookies salads sandwiches healthyfood fastfood salad wraps vijaynagar newdelhi
1032,1033,Chinese Veg Crunch,manchuriancombo paneernoodles whitepasta honeychillipotato veghakkanoodles springroll chinese momos northindian rohini newdelhi
1033,1034,GreeNox Lounge,paneersalad bananacaramel chai salads sandwiches whitesaucepasta salad healthyfood juices beverages sector62 noida
1034,1035,Locale,shreddedlambburger purpleshadow moltenchocolatelava vegextravaganzapizza tiramisu falafel northindian beverages italian mughlai saket newdelhi
1035,1036,Delhi Barbeque,pankulfi friedprawns barbeque crispycorn buffet pannertikka northindian streetfood beverages desserts mahipalpur newdelhi
1036,1037,Harish Bakery,matarkulcha golgappe chowmein honeychillipotatoes sweets cakes bakery chinese southindian fastfood northindian beverages streetfood desserts oldrailwayroad gurgaon
1037,1038,Throttle Shrottle,chai tea sandwiches whitesaucepasta pasta drinks cafe northindian fastfood beverages gwalpahari gurgaon
1038,1039,Refections- The Juice Bar,roseshake orangemojito friedcheese thickshakes kitkatshake juices beverages juices salad yusufsarai newdelhi
1039,1040,DIOS The Neighbourhood Bistro,thincrustpizza mocktails brownie wings corn pasta italian continental mexican northindian sector132 noida
1040,1041,Eato,paneerlababdar gulabjamun tandoorichicken dal butterchicken soup mughlai northindian biryani chinese sector50 gurgaon
1041,1042,Kitchen Clicks,newmenu varietyofpizza customizabledishes goodoptions livemusic weekendbrunch northindian chinese continental indirapuram ghaziabad
1042,1043,Mocha Arthouse,berryblast shisha mocha coffees maggi hotchocolate cafe northindian continental beverages desserts fastfood dlfpromenademall vasantkunj newdelhi
1043,1044,Utsav - Gourmet Cakes and Breads,chocolatecookies chocotruffle redvelvet pastries cakes desserts bakery desserts continental shalimarbagh newdelhi
1044,1045,Delhi Baking Company - JW Marriott New Delhi,pastries cakes sandwiches coffee chocolate desserts bakery cafe fastfood healthyfood jwmarriottnewdelhi newdelhi
1045,1046,Cinch,gulkandicecream butterkulcha tangdichicken schezwanfriedrice paneertika soups northindian chinese continental thai lebanese mexican kebab gaurcentralmall rajnagar ghaziabad
1046,1047,Bruxie,friedchickenmeal dessertwaffle chickentenders waffles sandwich burgers burger sandwich fastfood beverages desserts ambiencemall dlfphase3 gurgaon
1047,1048,Instapizza,chickensausages pepperonipizza pizzas vegpizza brownie corn pizza fastfood sector37 gurgaon
1048,1049,MOC - The American Restaurant,friedchicken periperifries ricebowl chickenwings wrap chickenburger burger fastfood beverages mayurviharphase1 newdelhi
1049,1050,City Spicee,afghanichaap deluxethali salad butterchicken biryani momos northindian chinese nit faridabad
1050,1051,Khalsa,bhejafry matkamurgh matkichicken afghanchicken tawachaap fishtikka northindian mughlai punjabibagh newdelhi
1051,1052,Saffron - Trident Gurgaon,lambcurry laalmaas rasmalai sweetdish kababs thali northindian southindian kebab mughlai beverages desserts trident udyogvihar gurgaon
1052,1053,Auntie Fung's - Asian Street Food,baobun szechwanchicken burmesekhowsuey chickenyakitori prawnnoodles pho asian chinese thai burmese vietnamese japanese indonesian momos dlfgalleria dlfphase4 gurgaon
1053,1054,The Lo-cal Kitchen,detoxsalad wholewheatspaghetti carrotjuice mixedfruitjuice wholewheatpasta perichicken cafe healthyfood salad wraps desserts sandwich greaterkailash1(gk1) newdelhi
1054,1055,Gallery Café - Hyatt Place,dinnerbuffet sundaybrunch waffles chole salads gulabjamun cafe asian northindian desserts hyattplacegurgaon gurgaon
1055,1056,Champaran Meat House,economical goodcrowd greatrecommendations politestaff seating goodtaste northindian mughlai laxminagar newdelhi
1056,1057,Mogli's Coffee,kitkatshake coffees cappuccino oreoshake coldcoffee shakes italian continental sandwich beverages cafe desserts pvrcitycentremall mgroad gurgaon
1057,1058,Punjabi Dhaba,chanamasala malaikofta paneerbuttermasala chaap dalmakhni northindian rohini newdelhi
1058,1059,The Chow,taichichicken chickendimsums hakkanoodles springrolls soup chinesefood chinese thai momos rohini newdelhi
1059,1060,Sparrows At Home Cafe,chocolatecookies walnutcake frenchtoast hotcoffee pancakes cappuccino cafe desserts fastfood beverages pizza sandwich salad hajipur noida
1060,1061,Hot & Crusty,alootikkisupremeburger friedcheese gravymomo loadedfries kitkatshake perifries fastfood desserts beverages narela newdelhi
1061,1062,The Flashback,garlicbreadwithcheese hazelnutcoffee whitepasta grilledsandwich cheesyfries grilledfish italian chinese continental american rajendraplace newdelhi
1062,1063,Excuse Me Boss,maharajaplatter tandoorivegplatter grilledchickenbreast cocktail virginmojito chickenwings northindian chinese european fastfood continental mgfmetropolitanmall saket newdelhi
1063,1064,Wangchuk's Tibetan Kitchen,chickenshumai authentictibetanfood steamedchickenmomo tingmo momos sauce tibetan chinese momos rodeodrive sector49 gurgaon gurgaon
1064,1065,Zarra Si Biryani,eggbiryani muttonbiryani chickenmalaitikka chickenbiryani gulabjamun starter biryani northindian mughlai baanisquare sector50 gurgaon
1065,1066,For God's Cake,potatotwisters chocolatefrosting eclairpastry gooeychocolate chocochippastry snickershake bakery gujranwalatown newdelhi
1066,1067,Jain Coffee House,fruitsandwich vegsandwich coldcoffee shakes chutney fastfood chandnichowk newdelhi
1067,1068,Play Pizza,chocobomb garlicbreadexotica cheeseburst paneerpizza pizzas vegpizza italian fastfood beverages desserts salad pasta pizza laxminagar newdelhi
1068,1069,New Sher A Punjab,panneerbuttermasala tandoorichaap kadhaichicken butterroti chillipotato butternaan northindian dlfphase3 gurgaon
1069,1070,Gourmet Nirvana,vegextravaganzapizza sauteedvegetables potatowedges oreoshake sandwich garlicbread pizza italian sandwich fastfood beverages burger sector37 noida
1070,1071,THC - The Hunger Cartel,spicymeatballs savourycrepe nutellacrepe hotwings cappuccino potatowedges burger pizza fastfood beverages continental italian lebanese shahpurjat newdelhi
1071,1072,Oh My Gopala,dahipurichaat stuffedcapsicum golgappashots panipuri cheeseballs butterroti northindian chinese streetfood biryani connaughtplace newdelhi
1072,1073,Moets Coco Palm,seafoodthali chettinadcurry chickendosa appam mysoremasaladosa dahivada southindian chettinad kerala andhra seafood desserts beverages pvrcitycentremall mgroad gurgaon
1073,1074,Cafe Garage Inc.,goodwifi weekendbrunch studentcrowd elaboratemenu goodmusic customizablefood chinese southindian biryani safdarjung newdelhi
1074,1075,Swad-E-Lazeez,chickentangdi achaarichaap dahikesholey eggcurry chickenbuttermasala afghanichicken northindian chinese mughlai biryani amrapalileisurevalley greaternoida
1075,1076,Mealodrama Modern Bistro,crispywaterchestnut cornpoppers dahisholey texmexburger chocolatebrowniesizzler cheeseballs northindian chinese continental fastfood mughlai rajourigarden newdelhi
1076,1077,The Shahi Foods,regularthali bhindimasala paneerdhaniyaadraki cholerice mushroommasala paneerdopyaza northindian shahdara newdelhi
1077,1078,"Squire- ""Shudhh Khao Shudhh Khilao""",keemachicken muttontikkamasala keemameat kheer chickencurry butterchicken northindian chinese fastfood sector72 noida
1078,1079,Five Star Dhaba,comfortableseatingarea excellentfood location cafe amazingfood maincourse mughlai paschimvihar newdelhi
1079,1080,One Degree East Cafe,chickenraramasala lahorichicken handipaneer afghanchicken honeychillipotatoes malaichaap chinese thai chanakyapuri newdelhi
1080,1081,Handi Mittra Di,bangforthebuck cozyambiance lowprice promptservice foodtaste nicefood mughlai northindian chinese kebab crossingrepublik ghaziabad
1081,1082,Apna Dhaba & Caterers,kathirolls paneerroll chickenroll tandoorimomos butterchicken northindian mayapuriphase2 newdelhi
1082,1083,Wonder Taste of Spices,chinese asian continental northindian beverages northindian chinese rolls mughlai paschimvihar newdelhi
1083,1084,Cake Innovation,pomegranatemojito masalacorn crispycorn sizzlers toast virginmojito bakery fastfood sector7 gurgaon
1084,1085,Mystery of Spice,saycheesefries belgianfries chickencrispburger veggiedelight loadedfries nutellawaffle northindian chinese continental hajipur noida
1085,1086,The Belgian Fries Co - Burgers & Fries,paneerkurkure tandoorivegplatter mughlaifood muttonroganjosh malaikofta chillychicken burger fastfood continental american belgian fingerfood desserts beverages mgfmetropolitanmall mgroad gurgaon
1086,1087,Chef Style,mughlaifood shawarma kebabs chickenbiryani mutton rolls northindian chinese rolls sector53 gurgaon
1087,1088,Rampur Kitchen,kheer mezzeplatter kulfi mocktail kebabs dessert rolls mughlai kebab theindiamall newfriendscolony newdelhi
1088,1089,CG's - Lounge Cafe Bar,changezichicken butterchicken tandoorichicken thali roll biryani continental northindian rajourigarden newdelhi
1089,1090,Oliver Kitchen,peachmocktail chickensliders friedcheese loadedfries periperifries waffles northindian pizza chinese mughlai sector29 faridabad
1090,1091,Khidki,chickensuimaidimsum chilliprawns thairedcurry dimsums kungpaochicken honeychillipotatoes burger healthyfood continental fastfood desserts beverages sector15 faridabad
1091,1092,The Noodle Company,chocolatebouquet chocolatedesire chocolateoverload nutellapancakes crepe nutellawaffle asian chinese thai supermart2 dlfphase4 gurgaon
1092,1093,Chocolate Desire,breakfast bar server maincourse hospitality goodambience fastfood desserts beverages sector19 noida
1093,1094,Riviera,stirfriedvegetables panfriedmomos chillimushroom vegmanchuriangravy drumsofheaven noodle continental northindian chinese mediterranean fastfood beverages ameyasuites jasola newdelhi
1094,1095,Hong Kong Express,goodvaletservice lovedit goodwifi freshfood bestfood studentcrowd chinese thai momos rahejamall sohnaroad gurgaon
1095,1096,Mast Punjabi Chap Corner,economical deliverytime goodqualityfood bestfood nicefood goodservice northindian momos rolls rohini newdelhi
1096,1097,Ajay Arya Shudh Jaivik Bhojanalaya,reasonableprice goodtaste perfectplace packing goodfood goodservice northindian sector19 faridabad
1097,1098,Panditji (Sadar Bazar Wale),chocolatetrufflecake tiramisu hotchocolate pastries cakes sandwiches northindian rohini newdelhi
1098,1099,La Seine - The Chocolate Emporium,sophisticated livemusic beautifulplace server theme greatambiance bakery fastfood desserts beverages greenpark newdelhi
1099,1100,Kebabs & Kurries - WelcomHotel Dwarka,mochafrappe cappuccino hotchocolate salad coffee pasta northindian mughlai desserts welcomhoteldwarka sector10 dwarka newdelhi
1100,1101,Brick N Bean Cafe,chinese asian continental northindian beverages italian continental fastfood beverages sector50 gurgaon
1101,1102,New Gole Hatti,chickenafghani drumsofheaven beers shahipaneer drink soup streetfood westpatelnagar newdelhi
1102,1103,Aroma Rest O Bar,bananapudding chocolatemuffin walnutpie eclair drycake yummycake northindian mughlai chinese karkardooma newdelhi
1103,1104,Giruz,tandoorichickenwings periperifries brownie momos desserts shakes cafe sandwich desserts burger pizza fastfood beverages baanisquare sector50 gurgaon
1104,1105,Big Bang City,goodquantity portionsize greatfood greatportions worththemoney price italian northindian mughlai modernindian janpath newdelhi
1105,1106,Noodle Bowl,peshawarichicken panneerbuttermasala chillipaneer paneerlababdar honeychillipotato tandoorichicken thai chinese tibetan japanese sector6 dwarka newdelhi
1106,1107,Shibiya Restaurant,chickenpestosandwich mushroomquiche blueberrycheesecake cookies chocolatetrufflecake tiramisu northindian chinese mughlai sector43 faridabad
1107,1108,The Coco Company,thaispringrolls jaljeera tiramisu mocktail mushrooms chillipaneer cafe bakery desserts fastfood ninexcitymartmall sohnaroad gurgaon
1108,1109,Foreign Dhaba Express,potatowedges bacon vegburger chickenburger pastas salads mughlai northindian continental chinese thai punjabibagh newdelhi
1109,1110,Monster's Cafe,seafood cocktail sizzlers honeychillipotatoes virginmojito springrolls northindian continental italian chinese fastfood dlfphase4 gurgaon
1110,1111,Knight,veggiewrap chickenquesadilla pestopasta grilledsandwich bruschetta wraps northindian italian chinese continental seafood beverages connaughtplace newdelhi
1111,1112,Fourty Four,malaikoftacurry pannerlababdar mushroommasala soyamalaichaap paneertikkamasala tandoorichaap sandwich pizza fastfood beverages sector45 noida
1112,1113,Jugaad Kitchen,tandoorichai kulladchai chickenkorma chickenmalaitikka malaichaap butternaan northindian chinese mughlai kebab momos sector31 gurgaon
1113,1114,Ustadi,serviceandqualityoffood excellenttaste weekendbrunch customizablefood familycrowd goodmusic biryani sector72 noida
1114,1115,Nawab's Biryani,honeychillifries coffeelatte belgianshake chickenlasagna dessertcounter chocolatetrufflepastry northindian biryani mughlai sector18 noida
1115,1116,Q Bistro,drunkenchicken buttergarlicprawns springroll dimsums soup noodles cafe fastfood chinese beverages janakpuri newdelhi
1116,1117,Empress Of China - Eros Hotel,courteousservice decor goodambience interior courteousstaff owner chinese seafood desserts eroshotel nehruplace newdelhi
1117,1118,Clip Kitchen,afghanichaap kheer paneerbuttermasala kadhaipaneer tandoorichicken butternaan chinese italian continental asian northindian beverages rajnagar ghaziabad
1118,1119,The Second Wife Restaurant,nutelladosa sweetdosa cheeseuttapam chocolatedosa filteredcoffee mysoremasaladosa northindian mughlai chinese fastfood hajipur noida
1119,1120,The Great Indian Dosa,banarasichaat panipuri rajkachori jalebi cholebhature chilligarlicnoodles southindian delhiuniversity-gtbnagar newdelhi
1120,1121,Delhi - Kingdom of Dreams,goodquantity awesomefood owner greatfood cafe goodservice northindian streetfood kingdomofdreams sector29 gurgaon
1121,1122,Momopoly By Little Skillet,redvelvetwaffle cheesebomb perifries waffle whitesaucepasta hotchocolate chinese fastfood northindian momos sector49 gurgaon
1122,1123,Mad Drop,moltenchocolatelava classicmargheritapizza cheesegarlicbread periperifries hummus nachos burger pizza rolls sandwich fastfood desserts beverages sector21 faridabad
1123,1124,Hudson Oven,thickshakes mixedsaucepasta mojito oreoshake sandwiches burgers cafe pizza delhiuniversity-gtbnagar newdelhi
1124,1125,Winkies,chillipotatopops mushroomchilli eggnoodles purisabzi masalachaaproll tandoorichickenwings fastfood beverages kavinagar ghaziabad
1125,1126,Chandni Chowk To Galwan Valley,pancakes waffles mojito paneerlababdar soyachaap springrolls northindian mughlai chinese biryani fastfood desserts dlfphase4 gurgaon
1126,1127,Maestro,handidal soyatikka tandoorichaap lassi malaichaap paneertikka cafe italian northindian chinese ashokviharphase1 newdelhi
1127,1128,Kamal's,lustychickenburger chickengarlicbread keemakulcha chickensandwich periperifries redsaucepasta northindian fastfood streetfood mithai beverages sundernagar newdelhi
1128,1129,Munch Nation,hyderabadichicken briyani tawachicken vegbiryani egg paneerbuttermasala northindian chinese fastfood ashokviharphase3 newdelhi
1129,1130,Biryani By Moumita Biryani Pal,pinni purichole barfi gajarhalwa jalebi lassi biryani northindian palam newdelhi
1130,1131,Standard Burfee,highlyrecommended hygienic weekendbrunch cutepackaging studentcrowd familycrowd mithai streetfood karolbagh newdelhi
1131,1132,New Udupi Restaurant,goshtroganjosh changezichicken phirni paneermakhani mughlaifood soyachaap southindian chinese nehrunagar ghaziabad
1132,1133,Cafe Purani Dilli,sweetcornsoup chillygarlicnoodles vegnoodles chillychicken chickenmomos springrolls northindian mughlai biryani punjabibagh newdelhi
1133,1134,Chinese Corner,cheeselesspizza couscoussalad spinachcornsandwich healthybreakfast smoothies steak chinese vyaparkendra sushantlok gurgaon
1134,1135,The Diet Kitchen,chocolatetruffle pastas pizzas chickenwings cakes dessert continental healthyfood salad eastpatelnagar newdelhi
1135,1136,Slice of Italy,muttonkeemanaan onionkulcha sides paneerlababdar malaichaap paneerbuttermasala pizza italian meharchandmarket lodhicolony newdelhi
1136,1137,Caspian,nutellacrepe churros icedpeachtea waffles dessert sandwiches northindian chinese biryani sector50 noida
1137,1138,Dayum,familycrowd outdoorseating youngcrowd studentcrowd customizablefood goodwifi fastfood desserts beverages delhiuniversity-gtbnagar newdelhi
1138,1139,Oh My Grill,soyamalaitikka rajma mughlaifood malaikofta tandoorimomos kadhaipaneer northindian chinese shastrinagar ghaziabad
1139,1140,Tandoor Express,jodhpuriparatha stuffedtangrikebab aloopyazparatha dahikesholey parathas acharichaap mughlai northindian chinese desserts beverages golfcourseroad gurgaon
1140,1141,Aandaz Wakhra,fluffycakes design presentation prices quality experience northindian mughlai spiceworldmall sector25 noida
1141,1142,Cakesisland.com,cheesygarlicbread kitkatshake mojito whitesaucepasta shakes pizzas bakery desserts udyogvihar gurgaon
1142,1143,Oh Yummy,chickenshawarama soyachaaproll chickenlababdar pancakes eggcurry wraps pizza pasta fastfood beverages vikaspuri newdelhi
1143,1144,Wrapchick,tawapaneer panneerbuttermasala kheer daltadka butterroti kadhaipaneer northindian chinese bbq lebanese sushantshoppingarcade sushantlok gurgaon gurgaon
1144,1145,Mealtime,smokeyburger curlyfries veggieburger frenchfries drink chicken northindian gaurcity1 greaternoida
1145,1146,The Big Bun,crispyparatha kathirolls paneerroll paneerlababdar biryani dalmakhani burger beverages fastfood rohini newdelhi
1146,1147,Kathi Junction,soyamasala daaltadka risotto chickenbiriyani cheesepizza pastas rolls beverages sector62 noida
1147,1148,Ruchikaaram,sweetcornpizza stuffedgarlicbread whitesaucepasta pizzas corn pasta southindian northindian dlfphase3 gurgaon
1148,1149,Pizza Xpress,spicychickenroll chickentikkasandwich redpasta cheeseburger kitkatshake wraps pizza fastfood uttamnagar newdelhi
1149,1150,2 Dollar Cafe,exoticfruitsalad healthybreakfast juices smoothies salads drink chinese northindian salad sandwich burger rolls beverages gaurcity2 greaternoida
1150,1151,P:YO - The Micro Juicery,varietyofpizza customizabledishes familycrowd goodwifi goodmusic studentcrowd beverages juices healthyfood sector54 gurgaon
1151,1152,Vintage Kitchen,muttonchoppankebab sheeryakh qabuliuzbeki kabulipulao greentea phirni continental beverages italian desserts dlfphase1 gurgaon
1152,1153,Afghan Darbar Restaurant,shaamikebab haleem changezichicken murghmalaitikka paneermakhani mughlaifood afghan kebab beverages lajpatnagar2 newdelhi
1153,1154,Alrumi Food Company,muttonkalimirch matkamurgh matkachicken muttonhandi panneerbuttermasala garlicnaan northindian mughlai rolls dlfphase4 gurgaon
1154,1155,M2 Meat Murga,arrabbiatapasta stuffedchickenbreast stroganoff perifries salads soup northindian mughlai chinese sector71 noida
1155,1156,Gut Gullie, fastfood healthyfood mexican pvrcitycentremall mgroad gurgaon
1156,1157,Mini Sweets House,chocolatetrufflecake pastries brownies cakes sandwiches snacks mithai streetfood southindian chinese fastfood sector22 faridabad
1157,1158,Baker's Stop,makhanipasta cocktail mojito brownie drinks starters bakery fastfood gujranwalatown newdelhi
1158,1159,HUDBA,afghanchicken daalmakhni gulabjamun dal paneerbuttermasala butternaan continental chinese northindian italian beverages mblockmarket greaterkailash1(gk1) newdelhi
1159,1160,Moti Mahal Delux Tandoori Trail,aloogobhiparantha jugalbandi soyachaapwrap aloobedmi spicypaneer cholerice northindian mughlai chinese kebab biryani sector110 noida
1160,1161,Dilli 6 On Wheels,aloopyazkulcha rajmachawal lassi raita naan chutney northindian streetfood sector31 gurgaon
1161,1162,Amritsari Kulcha King,crispynaan churchurnaanthali malaichaap kadhaipaneer northindian nit faridabad
1162,1163,Anand Vaishno Dhaba,smoothies hotchocolate whitesaucepasta shakes nachos oreoshake northindian uttamnagar newdelhi
1163,1164,Zufruta Cafe & Juice Lounge,paneerdhaniyaadraki friedmushrooms schezwanrice authenticpunjabifood eggfriedrice chicken65 italian mexican lebanese fastfood burger sandwich beverages vaishali ghaziabad
1164,1165,The Punjabiis,lipsmackingfood drivethrough cordialstaff goodportions greatrecommendations promptservice northindian chinese kebab mughlai beverages thegreatindiaplace sector38 noida
1165,1166,Pifi Pizza,paneerlababdar chillipotato manchurian springroll pizza fastfood rohini newdelhi
1166,1167,BRYC Cafe & Restaurant,afghanichap mixedvegetables veghakkanoodles chillipotatoes paneerlababdar butternaan northindian chinese fastfood najafgarh newdelhi
1167,1168,Delicious Mood,kitkatshake icecream chocolatefudge periperifries icecreams redsaucepasta northindian chinese mughlai biryani fastfood nit faridabad
1168,1169,Cold Rock Cafe,panneerbuttermasala rajmarice gulabjamun thali friedrice naan pizza fastfood chinese desserts beverages sector72 noida
1169,1170,Dheeraj Vaishno Dhaba,thaichillichicken chickendimsums thaicurry fish friedrice northindian chinese momos beverages udyogvihar gurgaon
1170,1171,Drifters Wok,studentcrowd goodwifi authentictaste freshfood niceambience goodtaste chinese thai asian momos sector50 gurgaon
1171,1172,Saffron Biryani,tawachickenseekh muttonraan mughlaifood chickenlollipop chickenbiryani rolls biryani kebab mgroad gurgaon
1172,1173,Nazeer Foods,chocotruffle pastries cookies cakes soyachaap coffee northindian biryani fastfood beverages pandavnagar newdelhi
1173,1174,81C Legacy,tacopizza veggiedelite quesadilla stuffedgarlicbread tacos paneerpizza northindian mughlai healthyfood chinese fastfood omega2 greaternoida
1174,1175,The Pizza Square,mughlaichaap noodle chillipotatoes vegthali daalmakhni chillychicken pizza fastfood beverages sector83 gurgaon
1175,1176,Food Mistri,keemacurry murgrara navratankorma murgmakhani murgtikka soyatikka northindian chinese fastfood rolls indirapuram ghaziabad
